source_model,target_model,condition,sample_index,image_name,target_clean_correct,raw_target_gradient_cosine,processed_target_gradient_cosine,raw_target_sign_agreement,processed_target_sign_agreement,one_step_target_logit_drop,one_step_target_loss_increase
pit_b_224,vit_base_patch16_224,uniform_opponent,0,ILSVRC2012_val_00031361.JPEG,True,-0.0004410025430843234,-0.000746078381780535,0.498252809047699,0.49651890993118286,-0.2844977378845215,-0.09651821851730347
pit_b_224,vit_base_patch16_224,uniform_opponent,1,ILSVRC2012_val_00031410.JPEG,True,0.0043161786161363125,0.004592482000589371,0.5036604404449463,0.5041453838348389,0.015546798706054688,0.0012958124279975891
pit_b_224,vit_base_patch16_224,global_preserve_opponent,0,ILSVRC2012_val_00031361.JPEG,True,0.0006640299106948078,0.0008307874668389559,0.497163325548172,0.4969042241573334,-0.27725744247436523,-0.09618282318115234
pit_b_224,vit_base_patch16_224,global_preserve_opponent,1,ILSVRC2012_val_00031410.JPEG,True,-0.0012581069022417068,-0.0006385287269949913,0.5023052096366882,0.5025975108146667,-0.13323402404785156,-0.010553307831287384
pit_b_224,vit_base_patch16_224,route_balance_opponent,0,ILSVRC2012_val_00031361.JPEG,True,6.317085353657603e-05,-0.00036416936200112104,0.49763497710227966,0.496864378452301,-0.22040319442749023,-0.0759769082069397
pit_b_224,vit_base_patch16_224,route_balance_opponent,1,ILSVRC2012_val_00031410.JPEG,True,0.004723401740193367,0.005028823856264353,0.5037268996238708,0.504298210144043,-0.018218040466308594,-0.0010884776711463928
pit_b_224,vit_base_patch16_224,semantic_equivalent_opponent,0,ILSVRC2012_val_00031361.JPEG,True,0.000935919932089746,0.001051978557370603,0.496957391500473,0.4970703125,-0.30283403396606445,-0.10891586542129517
pit_b_224,vit_base_patch16_224,semantic_equivalent_opponent,1,ILSVRC2012_val_00031410.JPEG,True,-0.0016178279183804989,-0.0008850693702697754,0.5024114847183228,0.5028765201568604,-0.12400054931640625,-0.009455814957618713
pit_b_224,vit_base_patch16_224,shuffled_semantic_opponent,0,ILSVRC2012_val_00031361.JPEG,True,0.0009575833100825548,0.0011351907160133123,0.49728289246559143,0.49709025025367737,-0.26908063888549805,-0.09469467401504517
pit_b_224,vit_base_patch16_224,shuffled_semantic_opponent,1,ILSVRC2012_val_00031410.JPEG,True,-0.0011426880955696106,-0.0004934100434184074,0.5020992755889893,0.5026041865348816,-0.10787582397460938,-0.008827939629554749
pit_b_224,vit_base_patch16_224,semantic_equivalent_feature_gaussian,0,ILSVRC2012_val_00031361.JPEG,True,-0.009632996283471584,-0.00983024574816227,0.49376195669174194,0.4936423897743225,-0.16760015487670898,-0.045578598976135254
pit_b_224,vit_base_patch16_224,semantic_equivalent_feature_gaussian,1,ILSVRC2012_val_00031410.JPEG,True,0.0015056738629937172,0.0007689205231145024,0.5042915344238281,0.504132091999054,-0.04105377197265625,-0.003479115664958954
